RT,Trial,Shock,Delay,Block,PCode,Session,Outcome
0.41438950000156183,0.0,0.0,2.5,0.0,2.0,0.0,0.0
0.7099875999992946,1.0,0.0,1.5,0.0,2.0,0.0,0.0
0.4210492999991402,1.0,1.0,2.0,0.0,2.0,0.0,1.0
0.5978960000065854,1.0,1.0,2.0,0.0,2.0,0.0,0.0
0.49844039999879897,1.0,0.0,2.0,1.0,2.0,0.0,1.0
0.5813778000010643,1.0,1.0,1.5,1.0,2.0,0.0,0.0
0.4869717999972636,1.0,1.0,2.0,1.0,2.0,0.0,1.0
1.242385599995032,0.0,0.0,2.0,1.0,2.0,0.0,0.0
